BARBARA MARUMOTO FOR CONGRESS,C00383646,PAUL T KURAMOTO,House,Principal campaign committee
ONE HUNDRED WOMEN,C00383679,MARY E OHSAM,PAC - Nonqualified,Unauthorized
LARRY DALE HINES PRESIDENTIAL EXPLORATORY COMMITTEE,C00383851,LARRY DALE HINES,Presidential,Authorized by a candidate
FRIENDS OF COMMUNITY ONCOLOGY PAC,C00383976,NEWTOWN RAYMOND,PAC - Qualified,Unauthorized
PERATON CORP. POLITICAL ACTION COMMITTEE (A.K.A. 'PERATON PAC'),C00383992,VASQUEZ HEATHER,PAC - Qualified,Lobbyist/Registrant PAC
STAND WITH SANCHEZ,C00384057,WINPISINGER VICKIE,House,Principal campaign committee
MEDCO HEALTH SOLUTIONS INC. AND EXPRESS SCRIPTS INC. POLITICAL ACTION COMMITTEE (AKA MEDCO-EXPRESS SCRIPTS PAC),C00384362,KAUNE JASON D.,PAC - Qualified,Lobbyist/Registrant PAC
KEVIN MURPHY FOR CONGRESS,C00384495,RICHARD L ROBINSON,House,Principal campaign committee
LINCOLN MAJORITY,C00384669,SIMON GROS,PAC - Nonqualified,Unauthorized
LIBERTARIAN PARTY OF MARYLAND,C00385518,JOSEPH J MILLER JR,Party - Nonqualified,Unauthorized
LEGPAC,C00385534,STRAUSS SUSAN,PAC - Qualified,Leadership PAC
LANXESS CORP POLITICAL ACTION COMMITTEE,C00385609,BISSONNETTE NANCY MARY,PAC - Nonqualified,Unauthorized
FRIENDS OF BOB BARR,C00385641,L. Craig Dowdy,House,Principal campaign committee
TO ORGANIZE A MAJORITY PAC (TOMPAC),C00385732,KEHOE THERESA,PAC - Qualified,Unauthorized
STEVEN MORRISON FOR US SENATE,C00385898,DELILAH DE LA ROSA,Senate,Principal campaign committee
HERLONG FOR CONGRESS,C00385955,RICHARD DAVIS,House,Principal campaign committee
CLARK FOR CONGRESS COMMITTEE,C00385997,WILLIAM L ORR,House,Principal campaign committee
CITIZENS FOR O'SHEA,C00386169,LAVERNE R O'SHEA,Senate,Principal campaign committee
REFORM PARTY OF CALIFORNIA CONVENTION 2003,C00386227,MARK LAUTERMAN,Party - Nonqualified,Unauthorized
NORTH DAKOTA 2004,C00386292,DIANA ROGALLE,Party - Nonqualified,Joint fundraising committee
VIRGINIA FIFE AND DRUM CLUB,C00386466,JILL K HOLTZMAN,PAC - Nonqualified,Unauthorized
CHARLES M CONDON COMMITTEE TO ELECT FOR US SENATE,C00386581,JAMES CARLSEN HUEY,Senate,Principal campaign committee
MCPEEK FOR CONGRESS,C00386599,DAUN M MERRILL,House,Principal campaign committee
BURT SAUNDERS FOR CONGRESS,C00386615,BURT L SAUNDERS,House,Principal campaign committee
FRIENDS OF PAUL DEWEESE FOR CONGRESS,C00386623,KEVIN BROWNLOW,House,Principal campaign committee
COMMITTEE TO ELECT JERRI SIMMONS ASMUSSEN,C00386870,WILLIAM ROBERT ASMUSSEN,House,Principal campaign committee
COMMITTEE TO ELECT CHARLES E BERRY,C00387092,MELANIE KAMINSKI,Senate,Principal campaign committee
BROADWATER  FOR CONGRESS,C00387936,MARIA LELANE BROADWATER,House,Principal campaign committee
HEAVY AND GENERAL CONSTRUCTION LABORERS LOCAL UNION 472 PAC AKA LABORERS LOCAL 472 PAC,C00388124,TONY OLIVEIRA,PAC - Nonqualified,Unauthorized
AMERICAN COMPOSITES MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE,C00388157,JOHN SCHWEITZER,PAC - Qualified,Unauthorized
COLEMAN FOR PRESIDENT 2004,C00388165,JAMES ANDREW COLEMAN,Presidential,Principal campaign committee
DIANE PRESCOTT FOR CONGRESS,C00388207,CAROLE WAGLEY,House,Principal campaign committee
OBERWEIS FOR US SENATE 2004 INC,C00388231,JOSEPH M WIEGAND,Senate,Principal campaign committee
ELLEN BARD FOR CONGRESS,C00388629,GERTRUDE K MANN,House,Principal campaign committee
XL AMERICA INC POLITICAL ACTION COMMITTEE,C00388975,JOSEPH TEDESCO JR,PAC - Nonqualified,Unauthorized
CORBANI FOR CONGRESS,C00389049,C APRIL BOLING CPA,House,Principal campaign committee
CHARLES CASTON FOR PRESIDENT INCORPORATION,C00389056,CHARLES CASTON,Presidential,Principal campaign committee
SAM ADAMS FOR CONGRESS,C00389312,BERIT YOUNIE STEVENSON,House,Principal campaign committee
DOWNTOWN FOR DEMOCRACY,C00389361,Stowers Erik,PAC - Qualified,Unauthorized
PATRICK MCNAMARA FOR CONGRESS,C00389643,KELLY ROGERS,House,Principal campaign committee
BRETT WAGNER FOR CONGRESS,C00389767,KINDE DURKEE,House,Principal campaign committee
SOLANO COUNTY REPUBLICAN CENTRAL COMMITTEE (FED. ACCT.),C00390104,SHONTZ TATYANA,Party - Qualified,Unauthorized
FRIENDS OF JAMIE METZL,C00390294,DAVID EVERSON,House,Principal campaign committee
RUSS DARROW FOR SENATE INC,C00390369,CRAIG D NELSON,Senate,Principal campaign committee
DRAFT HILLARY FOR PRESIDENT 2004,C00390468,ERIK LEONARD,Single Candidate Independent Expenditure,Unauthorized
KOREAN-AMERICAN REPUBLICAN ORGINIZATION OF NEW JERSEY,C00390609,NAM S OH,Party - Nonqualified,Unauthorized
LA FOR CLARK,C00390773,DAVID L GOULD,Single Candidate Independent Expenditure,Unauthorized
JOHN S FUND,C00390831,MAXWELL MARY E,PAC - Qualified,Leadership PAC
CITIZENS FOR TRACY L BOYLAND,C00390849,SABRINA POSTLES,House,Principal campaign committee
RUBEN GARCIA FOR CONGRESS,C00390930,ROBERT F ROSARIO,House,Principal campaign committee
CC SERVICES INC COUNTRY POLITICAL ACTION COMMITTEE,C00390971,MCDADE ROBERT,PAC - Nonqualified,Unauthorized
JIM COSTA FOR CONGRESS,C00391029,DIEBERT STEVEN D.,House,Principal campaign committee
BAGWELL FOR CONGRESS,C00391235,LEDA E. WORTMAN,House,Principal campaign committee
MASING FOR US CONGRESS,C00391698,HANS C MASING,House,Principal campaign committee
JACKIE WINTERS FOR CONGRESS 2004 INC,C00391730,WARREN J THOMPSON,House,Principal campaign committee
END-OF-LIFE CHOICES PAC,C00392126,KIRK ROBINSON,PAC - Nonqualified,Unauthorized
WINTERS FOR CONGRESS,C00392563,RICHARD J CANTIN,House,Principal campaign committee
TOM FORMICOLA FOR SENATE COMMITTEE,C00392571,MICHAEL KINCAID,Senate,Principal campaign committee
BUCHANAN FOR PRESIDENT  2004,C00392761,JOHN HOWARD BUCHANAN,Presidential,Principal campaign committee
ILLINOIS REPUBLICANS FOR ANDY MARTIN,C00392910,ANDY MARTIN,Senate,Principal campaign committee
ANGLE,C00392951,CARY DAVIDSON,PAC - Nonqualified,Unauthorized
INAUGURAL REUNION COMMITTEE,C00393017,Robinson Douglas W.,PAC - Nonqualified,Joint fundraising committee
MARYLAND MATTERS PAC,C00393025,THOMAS C. DEVOR,PAC - Nonqualified,Unauthorized
STOP HILARY PAC,C00393488,JOHN LEBOUTELLIER,Single Candidate Independent Expenditure,Unauthorized
KOLB FOR CONGRESS,C00393561,GIBSON  MAGGIE A MS ,House,Principal campaign committee
TIMOTHY REXFORD WILSON FOR PRESIDENT,C00393876,TIMOTHY REXFORD WILSON,Presidential,Principal campaign committee
MECHANICAL EQUIPMENT COMPANY INC POLITICAL ACTION COMMITTEE,C00393884,REANO SIRAGUSA,PAC - Nonqualified,Unauthorized
RHETT SMITH CAMPAIGN COMMITTEE-US REP TEXAS DISTRICT-21,C00393991,RHETT ROSENQUEST SMITH,House,Principal campaign committee
JBS USA FOOD COMPANY PAC,C00394650,THIEMAN KARLA,PAC - Qualified,Lobbyist/Registrant PAC
SANDY LYONS FOR CONGRESS,C00394833,MELISSA B JORDAN,House,Principal campaign committee
CITIZEN CONGRESS,C00394908,McGetrick Scott,House,Principal campaign committee
SCALISE FOR CONGRESS,C00394957,OTTENHOFF BENJAMIN,House,Principal campaign committee
DRISCOLL FOR CONRGRESS,C00395269,Steven Molder,House,Principal campaign committee
GOODMAN FOR CONGRESS INC,C00395459,DAVID BORRIS,House,Principal campaign committee
THE NATIONAL RIGHT TO WORK COMMITTEE PAC,C00395533,MOURAD GREGORY W. MR.,PAC - Qualified,Unauthorized
PULLING GEORGE,C00396150,GEORGE PULLING,House,Principal campaign committee
GALLAGHER FOR SENATE,C00396234,KENNETH M LANCASTER,Senate,Principal campaign committee
VOTE LEFT,C00396267,ASHLEY B WAKEMAN,PAC - Qualified,Unauthorized
REPUBLICAN VOTER CHECKLIST RVC,C00396580,ROBERT E KATHERMAN,PAC - Nonqualified,Unauthorized
IT'S THE KIDS SMARTIE,C00396861,(FREDERICK ANTHONY) TONY ZIRKLE,House,Principal campaign committee
MILACK FOR CONGRESS,C00396952,GEORGE TALIA,House,Principal campaign committee
PATLAK FOR CONGRESS,C00397190,DAVID Y PATLAK,House,Principal campaign committee
HOZE FOR CONGRESS,C00397257,NANCY HERNANDEZ,House,Principal campaign committee
BRIDGES FOR COLORADO INC,C00397448,STEVEN E. LEATHERMAN,Senate,Principal campaign committee
MOORE FOR CONGRESS,C00397505,BRAVO ELLEN,House,Principal campaign committee
TRACY FOR CONGRESS,C00397570,JANE DEBRUYCKER,House,Principal campaign committee
MARIA PARRA FOR CONGRESS,C00398214,MARIA PARRA,House,Principal campaign committee
2004 PRESIDENT'S DINNER COMMITTEE THE,C00398362,Ward Christopher J.,Party - Nonqualified,Joint fundraising committee
COFRAN FOR CONGRESS,C00398628,BARBARA LANGLEY,House,Principal campaign committee
SUN HEALTHCARE GROUP INC. POLITICAL ACTION COMMITTEE D/B/A SUN HEALTHCARE P.A.C.,C00398826,MASON DAVID,PAC - Qualified,Unauthorized
WAYNE SOWELL CAMPAIGN COMMITTEE,C00399022,MIRKO DEWAYNE SOWELL,Senate,Principal campaign committee
BURKS FOR US SENATE CAMPAIGN COMMITTEE,C00399154,TERRY A TREADAWAY,Senate,Principal campaign committee
FRIENDS OF CATHY WOOLARD INC,C00399469,KAREN L GENEY,House,Principal campaign committee
CONNIE STOKES FOR CONGRESS.COM,C00399477,STOKES JAMES A,House,Principal campaign committee
MIKE PAYTON CONGRESSIONAL ELECTION COMMITTEE,C00399543,MICHELLE RENEE HARNESS MILLER,House,Principal campaign committee
PHILLIP S TRURAN FOR CONGRESS,C00399683,KARIE DAVIS,House,Principal campaign committee
FLORIDA FIRST VICTORY COMMITTEE,C00399766,MELINDA ANDERSON,PAC - Nonqualified,Unauthorized
WOMAN'S NATIONAL DEMOCRATIC CLUB PAC,C00400267,RAO SUSAN,PAC - Qualified,Unauthorized
WHITWORTH FOR CONGRESS,C00400689,RICHARD H STALLINGS,House,Principal campaign committee
DEMOCRACY PREVAILS,C00400713,KAMI RAZVAN,PAC - Nonqualified,Unauthorized
BAIER SENATE CAMPAIGN COMMITTEE,C00400838,MICHAEL G LAMBROS,Senate,Principal campaign committee
2004 JOINT CANDIDATE COMMITTEE,C00400861,Davis Keith,PAC - Nonqualified,Joint fundraising committee
HEDGE FOR CONGRESS,C00400994,MARC SCHNOLL,House,Principal campaign committee
BEN FOR CONGRESS,C00401331,ALEX MARCOPOULOS,House,Principal campaign committee
SADUN FOR CONGRESS COMMITTEE,C00401349,ROBERT DUNNAM,House,Principal campaign committee
MARK BRADY FOR CONGRESS,C00401778,JACQUELINE BRADY,House,Principal campaign committee
TRAWINSKI FOR CONGRESS,C00402016,RONALD GRAVINO,House,Principal campaign committee
CUNA MUTUAL HOLDING COMPANY POLITICAL ACTION COMMITTEE/TRUSTAGE PAC,C00402107,ROE CHRISTOPHER P.,PAC - Qualified,Lobbyist/Registrant PAC
DIPLOMATS AND COMMANDERS FOR CHANGE,C00402115,WILLIAM C HARROP,Single Candidate Independent Expenditure,Unauthorized
DC FOR DEMOCRACY PAC,C00402289,DANIEL H. WEDDERBURN,PAC - Nonqualified,Lobbyist/Registrant PAC
NOVEMBER PLEDGE,C00402677,PETER WALZ,Single Candidate Independent Expenditure,Unauthorized
CRONIN FOR CONGRESS,C00403303,FARRELL E FAHEY,House,Principal campaign committee
PENNSYLVANIANS FOR BETTER LEADERSHIP POLITICAL ACTION COMMITTEE,C00403550,KEVIN C WATSON,PAC - Nonqualified,Unauthorized
GREENS FOR IMPACT PAC,C00403956,DAVID MOON,PAC - Nonqualified,Unauthorized
SANDVICK FOR CONGRESS,C00404228,DOUG SANDVICK,House,Principal campaign committee
STAND TALL AMERICA PAC (STAPAC),C00404418,LOVELADY SAMUEL B,PAC - Qualified,Leadership PAC
LEAGUE OF YOUNG VOTERS PAC,C00404574,ROBERT BAKER,PAC - Nonqualified,Unauthorized
PENNACCHIO FOR PENNSYLVANIA,C00404707,GAURANG BHATT,Senate,Principal campaign committee
AMERICAN MUSLIM TASKFORCE ON CIVIL RIGHTS AND ELECTIONS - PAC,C00405001,AGHA SAEED,PAC - Nonqualified,Unauthorized
FRIENDS OF THE BORDER PATROL,C00405316,LYDIA RAMIREZ,PAC - Nonqualified,Unauthorized
SCOTT GALMON CAMPAIGN COMMITTEE,C00405704,GEORGE R TUCKER,House,Principal campaign committee
INDIANA/KENTUCKY REGIONAL COUNCIL OF CARPENTERS KENTUCKY COPE,C00405720,STEVE RICHARDS,PAC - Nonqualified,Unauthorized
BILL OHLSEN FOR PRESIDENT,C00405803,REVA LEONA OHLSEN,Presidential,Authorized by a candidate
BANK OF CUSHING FEDERAL POLITICAL ACTION COMMITTEE,C00406090,BRYANT JOHN,PAC - Nonqualified,Unauthorized
NATIONWIDE MUTUAL INSURANCE COMPANY FINANCIAL & INVESTMENTS POLITICAL ACTION COMMITTEE,C00406215,BREWSTER BEN MR.,PAC - Qualified,Lobbyist/Registrant PAC
PETER DEUTSCH FOR CONGRESS,C00406272,LORI DEUTSCH,House,Principal campaign committee
VOTER PARTICIPATION FUND,C00406363,PAUL TEWES,PAC - Nonqualified,Joint fundraising committee
JUDGES POLITICAL ACTION COMMITTEE,C00406504,SEAN RUSHTON,PAC - Nonqualified,Unauthorized
REHABCARE GROUP INC PAC,C00407130,ZADOKS JEFF A. MR.,PAC - Qualified,Unauthorized
DEMOCRATIC ALLIANCE FOR ACTION,C00407262,PARK-TUCKER ADRIENNE L,PAC - Nonqualified,Unauthorized
CITIZENS FOR AMERICAN INTERESTS PAC,C00407288,KINDE DURKEE,PAC - Nonqualified,Unauthorized
DEMOCRATIC CLUB OF THE HIGH DESERT PAC,C00407395,ROBERT BO BYNUM,PAC - Nonqualified,Unauthorized
DEMOCRATS OF THE CLAREMONT COLLEGES,C00407676,ALYSSA ANN ROBERTS,PAC - Nonqualified,Unauthorized
BAYCARE PHYSICIANS PAC,C00407700,CHRIS AUGUSTIAN,PAC - Qualified,Unauthorized
MONMOUTH COUNTY DEMOCRATS VICTORY 2004,C00407767,Scudiery Victor V,Party - Qualified,Unauthorized
ROCKBRIDGE AREA REPUBLICAN COMMITTEE,C00407809,MEL GROSSMAN,Party - Nonqualified,Unauthorized
MOMPAC,C00407908,CHRIS WANKEN,PAC - Nonqualified,Unauthorized
BIG EASY COMMITTEE,C00408062,STOLL TINA,PAC - Nonqualified,Joint fundraising committee
AMGA VOICE: ADVANCING THE VALUE OF AMERICA'S MEDICAL GROUPS,C00408120,MILLER JAMES,PAC - Qualified,Unauthorized
L ROBERT KIMBALL AND ASSOCIATES INC FEDERAL PAC,C00408179,R JEFFREY KIMBALL,PAC - Nonqualified,Unauthorized
KEVIN JACKSON FOR ARIZONA II,C00408252,ERIKA JACKSON,House,Principal campaign committee
SOCIETY OF INTERVENTIONAL RADIOLOGY POLITICAL ACTION COMMITTEE,C00408435,MONROE STACIE,PAC - Qualified,Unauthorized
COMMITTEE  TO  RE-ELECT  BOBBY JINDAL,C00408823,WILLIAM C POTTER,House,Principal campaign committee
MECHANICAL TECHNOLOGY INC POLITICAL ACTION COMMITTEE,C00408971,FREDERICK W. JONES,PAC - Nonqualified,Unauthorized
DOMINICAN CULTURE BUREAU OF AMERICA,C00600296,LAROSE JOSHUA,Super PAC (Independent Expenditure-Only),Unauthorized
AERONAUTICAL REPAIR STATION ASSOCIATION POLITICAL ACTION COMMITTEE,C00409029,KLEIN CHRISTIAN ANDRE-ALBERT MR. ESQ.,PAC - Qualified,Lobbyist/Registrant PAC
AGRIUM US INC PAC,C00409201,PAUL POISTER,PAC - Nonqualified,Unauthorized
SANDLER TRAVIS AND ROSENBERG P.A. POLITICAL ACTION COMMITTEE,C00409250,OLAVE DAVID,PAC - Nonqualified,Lobbyist/Registrant PAC
MARK KENNEDY 06,C00409367,JAMES LOIZEAUX,House,Principal campaign committee
RENAL PHYSICIANS ASSOCIATION PAC RPA PAC,C00409391,ORGLER MARY,PAC - Qualified,Unauthorized
CALAVERAS COUNTY REPUBLICAN CENTRAL COMMITTEE (FEDERAL),C00409490,REINKE VICKI,Party - Nonqualified,Unauthorized
JAY ESMAY FOR CONGRESS,C00409748,JOHN ESMAY,House,Principal campaign committee
FREE STATE,C00409763,CARL TUVIN,PAC - Nonqualified,Unauthorized
VOICE FOR FREEDOM,C00409805,KINCAID DIANA,PAC - Qualified,Leadership PAC
LESLEY LES MILLER FOR CONGRESS,C00409953,LARRY A WILLIAMS,House,Principal campaign committee
CBC COMPANIES INC PAC,C00410001,KOTOWICZ KEITH MR.,PAC - Qualified,Unauthorized
ROBERT FITZGERALD FOR SENATE,C00410209,JOHN THOMAS FITZGERALD,Senate,Principal campaign committee
SAN DIEGO CREDIT UNION FEDERAL PAC THE,C00410258,Eichman J. Richard,PAC - Nonqualified,Unauthorized
2005 PRESIDENTS DINNER COMMITTEE,C00410506,CHRISTOPHER J WARD,PAC - Nonqualified,Joint fundraising committee
CERNER CORPORATION PAC,C00410589,FREEMAN PIERCE AMY,PAC - Qualified,Lobbyist/Registrant PAC
DANPAC,C00410787,CHIPCHASE CALVERT G. III,PAC - Qualified,Leadership PAC
ROBERT WATSON FOR CONGRESS,C00410902,RICHARD YON,House,Principal campaign committee
ROUNDY'S SUPERMARKETS INC PAC,C00410928,EDWARD G KITZ,PAC - Nonqualified,Unauthorized
FRIENDS OF CHARLIE WILSON,C00412015,HATFIELD ANGELA MS.,House,Principal campaign committee
SCOTT BURTON FOR CONGRESS,C00412205,CINNAMON BURTON,House,Principal campaign committee
PAUL LANG FOR CONGRESS,C00412361,EDWARD CLARK,House,Principal campaign committee
SADDLEPAC,C00412379,CAMERON MADSEN,PAC - Nonqualified,Unauthorized
KAGEN 4 CONGRESS,C00412809,CHUDACOFF BRUCE,House,Principal campaign committee
DIMEPAC,C00413039,SOWERS LORI A,PAC - Nonqualified,Leadership PAC
MARILYN BREWER FOR CONGRESS,C00413047,BETTY PRESLEY,House,Principal campaign committee
LOUISIANA RIVER PILOTS ASSOCIATION FEDERAL POLITICAL ACTION COMMITTEE,C00413252,MILLER MICHAEL,PAC - Qualified,Unauthorized
TOM HAYHURST FOR CONGRESS COMMITTEE,C00413435,CHRISTOPHER D RUCKMAN,House,Principal campaign committee
TIM GINTER FOR CONGRESS,C00413526,CRAIG E NEWBOLD,House,Principal campaign committee
MIND MATTERS PAC,C00413815,DURKEE KINDE  ,PAC - Nonqualified,Unauthorized
JAY FAWCETT FOR CONGRESS 2006,C00413823,SUSAN O'CONNELL,House,Principal campaign committee
ALAN UKE FOR CONGRESS,C00413831,Copp Vona L.,House,Principal campaign committee
JOE SULZER FOR CONGRESS COMMITTEE,C00414102,ROBERT HITCHENS,House,Principal campaign committee
JIM GILCHRIST FOR CONGRESS INC,C00414151,CONSTANTINE WILLIAM L  ,House,Principal campaign committee
BLUEBASE,C00414383,GARY EDWARD PROST,PAC - Nonqualified,Unauthorized
TOM BARLOW FOR CONGRESS '06,C00414417,SHIRLEY J BARLOW,House,Principal campaign committee
GOLDEN GRAIN ENERGY LLC POLITICAL ACTION COMMITTEE,C00414490,SCHWARCK CHRIS,PAC - Qualified,Unauthorized
MB FINANCIAL INC POLITICAL ACTION COMMITTEE,C00414508,HERSETH STEPHEN,PAC - Nonqualified,Unauthorized
MARK WILSON FOR US SENATE,C00414557,JUDITH D FARBACH,Senate,Principal campaign committee
TIM DUNN FOR CONGRESS,C00414581,SUSAN MORRIS DUNN,House,Principal campaign committee
2005 JOINT CANDIDATE COMMITTEE,C00414698,KEITH DAVIS,House,Joint fundraising committee
U S HEALTHWORKS INC POLITICAL ACTION COMMITTEE,C00414706,ROBERT HUTCHISON,PAC - Nonqualified,Unauthorized
BRIAN DUBIE FOR SENATE EXPLORATORY COMMITTEE,C00414847,KATE MITCHELL,Senate,Principal campaign committee
DECLARATION ALLIANCE PAC,C00414888,LEWIS MARY PARKER,PAC - Qualified,Unauthorized
FRED TAYLOR FOR CONGRESS,C00415117,PATRICIA C TAYLOR,House,Principal campaign committee
FRIENDS OF JOHN SARBANES,C00415182,ANGERHOLZER LINDSAY F.,House,Principal campaign committee
ALLAN LICHTMAN FOR UNITED STATES SENATE,C00415240,CAROL BREITMAN,Senate,Principal campaign committee
FIRST MAN,C00415299,MOSEMARIE BOYD,PAC - Nonqualified,Unauthorized
SECURE THE FUTURE COMMITTEE,C00415562,PHILIPS SUNNY,PAC - Nonqualified,Joint fundraising committee
TRAUNER FOR CONGRESS,C00415588,Sullivan Michelle,House,Principal campaign committee
LYNCH FOR CONGRESS,C00415596,JENNIFER R WELCH,House,Principal campaign committee
LAURA DAVIS AARON PRESIDENTAIL COMMITTEE 2008 INC AARON FOR PRESIDENT 2008 INC,C00415679,LAURA DAVIS AARON-IBITOYE-BLACKWELL,Presidential,Principal campaign committee
FRIENDS OF DONNA CLARKE,C00415687,THOMAS V PELLEGRINO JR,House,Principal campaign committee
CITIZENS FOR CHURCHILL,C00415950,ROBERT A OILSCHLAGER,House,Principal campaign committee
TIM MAHONEY FOR FLORIDA,C00416016,SAUERS BILL,House,Principal campaign committee
BROWN FOR CONGRESS,C00416164,COPELAND RITA,House,Principal campaign committee
VALLEY GRASSROOTS FOR DEMOCRACY,C00416313,B F KESS KESSLER,PAC - Nonqualified,Unauthorized
DAVID MURFF FOR CONGRESS,C00416487,SARAH ANN MILLER CORNEALISON,House,Principal campaign committee
HERSCHEL L COLLINS FOR US SENATE,C00416800,ESTELLE JESSUP,Senate,Principal campaign committee
DAVID LUTRIN FOR CONGRESS COMMITTEE,C00416966,HARRIET J LUTRIN,House,Principal campaign committee
MAJORITY 2006,C00417022,CHRISTOPHER J WARD,House,Joint fundraising committee
FRIENDS OF DAN MAFFEI,C00417550,MILLANE HERBERT,House,Principal campaign committee
CA-50 CONGRESSIONAL VICTORY COMMITTEE,C00417592,Ward Christopher J.,PAC - Nonqualified,Joint fundraising committee
OMAR FOR CONGRESS,C00417626,AMEER OMAR,House,Principal campaign committee
LET FREEDOM RING PARTY JERRY DEAN CARTER,C00417691,JERRY DEAN CARTER,Senate,Principal campaign committee
FRIENDS OF PAT BAIG,C00417881,PATRICIA PERINE BAIG,House,Principal campaign committee
CHAGNON FOR US CONGRESS,C00417964,JOSEPH D CASSETTA JR,House,Principal campaign committee
COMM TO ELECT SCOTT TURNER TO CONG,C00418319,Summer William L Mr,House,Principal campaign committee
COMMITTEE TO ELECT MATT MILLER,C00418368,MILLER MATT  ,House,Principal campaign committee
JOHN C HARRIS FOR CONGRESS,C00418624,JOHN C HARRIS,House,Principal campaign committee
WILLIS NORTH AMERICA INC POLITICAL ACTION COMMITTEE,C00418731,HILLIAR PAUL MR.,PAC - Qualified,Lobbyist/Registrant PAC
DON HALL FOR CONGRESS CAMPAIGN COMMITTEE,C00419135,MARYJANE THOMPSON,House,Principal campaign committee
WHITMAN FOR CONGRESS,C00419309,BRUCE R ANDEEN,House,Principal campaign committee
COMMITTEE TO ELECT JOHNNY HAP,C00420141,JOHN HAPTONSTALL,House,Principal campaign committee
ROBB FOR CONGRESS,C00420182,MARSHA G SMITH,House,Principal campaign committee
GARY KUCINICH FOR CONGRESS COMMITTEE,C00420331,BETTY GRDINA,House,Principal campaign committee
EDDIE 4-TRUMP HAMILTON- US SENATE 2016,C00420679,EDWARD HAMILTON,Senate,Principal campaign committee
AHMAD HASSAN FOR CONGRESS,C00420836,A R HASSAN,House,Principal campaign committee
AIRBUS AMERICAS INC. POLITICAL ACTION COMMITTEE,C00421230,DHOLAKIA KETAN,PAC - Qualified,Lobbyist/Registrant PAC
LEELANAU INDEPENDENT WOMEN FOR DEMOCRATIC ACTION,C00421289,MARCIA B HARRIS,PAC - Nonqualified,Unauthorized
TAKE BACK RED CALIFORNIA,C00421388,SANBORN GREGORY E.,PAC - Qualified,Unauthorized
DOUG WALTERS FOR CONGRESS,C00421511,DOUGLAS WALTERS,House,Principal campaign committee
COMMITTEE TO ELECT LEE F HOLLINGSWORTH TO US CONGRESS,C00421594,ED L HOLLINGSWORTH,House,Principal campaign committee
2006 PRESIDENT'S DINNER COMMITTEE; THE,C00421644,CHRISTOPHER J WARD,PAC - Nonqualified,Joint fundraising committee
STRACK FOR CONGRESS COMMITTEE,C00421669,DIANE GIANNOLA,House,Principal campaign committee
JOE LAVIGNE FOR CONGRESS,C00421677,WILLIAM PITARD WYNNE,House,Principal campaign committee
FRIENDS OF DARYL CAMPBELL,C00421966,WILLIE JAMES CAMPBELL,House,Principal campaign committee
WASHINGTON US SENATE VICTORY COMMITTEE,C00422170,LISA LISKER,Party - Qualified,Joint fundraising committee
CENTRAL NEW YORK DRAFT CONDOLEZZA RICE FOR PRESIDENT COMMITTEE,C00422394,JOHN A MULHALL,Single Candidate Independent Expenditure,Unauthorized
MICHAEL REILLY FOR CONGRESS,C00422402,W SCOTT STANLEY,House,Principal campaign committee
SUMITOMO PHARMA AMERICA INC. POLITICAL ACTION COMMITTEE ('SMPA PAC'),C00423236,MCCRILLIS MARC,PAC - Qualified,Lobbyist/Registrant PAC
DAVID DICKERSON FOR US SENATE,C00424176,PHILIP L LAZZATI,Senate,Principal campaign committee
MAYMIN FOR CONGRESS,C00424283,PHILIP MAYMIN,House,Principal campaign committee
BRADBURY FOR CONGRESS,C00424507,JUDY BRADBURY,House,Principal campaign committee
TAMMY LEE FOR CONGRESS,C00424549,GEORGE W SOULE,House,Principal campaign committee
BLUE LONG ISLAND PAC,C00424572,HARRY HALIKIAS,PAC - Nonqualified,Unauthorized
TRI-CITY LOCAL BUSINESS ASSOCIATION PAC,C00424895,KEITH KLEIN,PAC - Nonqualified,Unauthorized
RUSSELL FOR SENATE,C00425561,MARK NEIL AXINN,Senate,Principal campaign committee
FRIENDS OF FREDERICK COUNTY,C00425728,JANICE S WILES,PAC - Nonqualified,Unauthorized
FRIENDS OF MIKE BOUCHARD,C00425934,DOUGLAS W ROBINSON,Senate,Authorized by a candidate
HANALEI Y AIPOALANI FOR CONGRESS,C00426007,DENICE KELIIKOA,House,Principal campaign committee
GUTHRIE FOR SENATE,C00426031,MARK SAN SOUCI,Senate,Principal campaign committee
AMERICAN PARTY; THE,C00426064,TERRY BARKDULL,Presidential,Principal campaign committee
FOR OUR REPUBLIC'S TRADITIONS FUND AKA FORT FUND,C00426494,RALLS STEVE MR.,PAC - Nonqualified,Leadership PAC
ROBINSON COMMITTEE LLC,C00426718,ROBINSON JACK E.,House,Principal campaign committee
KOZAK FOR CONGRESS,C00426767,JOANNE M IVANCIC,House,Principal campaign committee
CLARK AND SUSAN DURANT PAC; THE,C00426957,CLARK DURANT,PAC - Nonqualified,Unauthorized
FRIENDS OF VIOLA THOMAS-HUGHES,C00427237,MARY ANN PETERSON,House,Principal campaign committee
MARYLAND SEANTE VICTORY 2006,C00427310,CHRIS KOOB,Party - Qualified,Joint fundraising committee
ONLINE LENDERS ALLIANCE POLITICAL ACTION COMMITTEE (OLA PAC),C00427781,RALLS STEVE,PAC - Qualified,Unauthorized
INDIAN AMERICAN REPUBLICAN PAC,C00427898,CARLIN ROBERT  ,PAC - Nonqualified,Unauthorized
